,연령,소득구간,월소득(만원),소비비율,저축/투자비율,부채상환비율,소비액,저축/투자액,부채상환액,적금/청약비율,연금저축(투자상품)비율,적금/청약액,연금저축(투자상품)액,외식/카페 비율,주유/교통 비율,통신비 비율,항공/여행 비율,문화/교육 비율,쇼핑 비율,주택청약가입,연금저축가입
7637,21,3,221,0.439,0.337,0.059,97,74,13,0.237,0.094,52,21,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7639,23,3,195,0.494,0.314,0.063,96,61,12,0.22,0.096,43,19,0.187,0.068,0.045,0.117,0.075,0.097,1,1
7640,28,3,214,0.484,0.344,0.055,104,74,12,0.269,0.103,58,22,0.17,0.083,0.05,0.107,0.068,0.088,1,0
7643,27,3,206,0.454,0.33,0.055,94,68,11,0.247,0.1,51,21,0.17,0.075,0.05,0.107,0.068,0.088,1,0
7645,27,3,224,0.489,0.295,0.064,110,66,14,0.206,0.088,46,20,0.17,0.083,0.055,0.107,0.075,0.088,1,1
7647,27,3,203,0.462,0.306,0.062,94,62,13,0.213,0.091,43,18,0.17,0.068,0.055,0.117,0.075,0.097,1,1
7653,28,3,229,0.436,0.308,0.066,100,71,15,0.226,0.094,52,22,0.187,0.075,0.05,0.107,0.068,0.088,0,1
7654,22,3,227,0.462,0.337,0.055,105,76,12,0.26,0.086,59,20,0.153,0.075,0.05,0.117,0.075,0.097,0,1
7660,22,3,196,0.475,0.339,0.065,93,66,13,0.258,0.1,51,20,0.17,0.075,0.05,0.107,0.075,0.088,1,1
7663,22,3,216,0.483,0.295,0.062,104,64,13,0.219,0.077,47,17,0.187,0.075,0.05,0.107,0.075,0.088,0,1
7672,28,3,233,0.48,0.315,0.056,112,73,13,0.237,0.094,55,22,0.187,0.068,0.05,0.099,0.068,0.079,0,1
7674,27,3,217,0.434,0.301,0.059,94,65,13,0.205,0.086,44,19,0.17,0.083,0.05,0.107,0.083,0.088,1,1
7676,21,3,227,0.409,0.296,0.057,93,67,13,0.219,0.09,50,20,0.153,0.075,0.055,0.099,0.075,0.079,0,1
7677,28,3,236,0.433,0.296,0.059,102,70,14,0.208,0.087,49,21,0.17,0.075,0.055,0.117,0.083,0.097,0,1
7688,20,3,208,0.415,0.296,0.061,86,62,13,0.228,0.086,47,18,0.187,0.083,0.05,0.117,0.075,0.097,1,1
7690,25,3,198,0.47,0.312,0.059,93,62,12,0.242,0.084,48,17,0.153,0.075,0.05,0.107,0.075,0.088,0,1
7693,28,3,220,0.464,0.326,0.063,102,72,14,0.222,0.087,49,19,0.187,0.075,0.055,0.117,0.075,0.097,1,1
7696,25,3,212,0.484,0.32,0.063,103,68,13,0.221,0.095,47,20,0.17,0.075,0.05,0.107,0.075,0.088,1,1
7697,25,3,224,0.41,0.317,0.065,92,71,15,0.247,0.087,55,19,0.153,0.083,0.05,0.107,0.075,0.088,1,1
7710,20,3,196,0.485,0.303,0.056,95,59,11,0.21,0.088,41,17,0.17,0.083,0.045,0.099,0.075,0.079,0,1
7712,24,3,205,0.425,0.341,0.059,87,70,12,0.267,0.097,55,20,0.153,0.075,0.055,0.107,0.068,0.088,1,0
7716,23,3,204,0.497,0.326,0.063,101,67,13,0.239,0.095,49,19,0.17,0.075,0.05,0.099,0.075,0.079,1,0
7718,26,3,213,0.472,0.341,0.06,101,73,13,0.26,0.087,55,19,0.153,0.075,0.055,0.107,0.068,0.088,1,1
7719,24,3,237,0.452,0.309,0.056,107,73,13,0.231,0.078,55,18,0.153,0.075,0.045,0.117,0.075,0.097,0,1
7720,24,3,218,0.494,0.307,0.064,108,67,14,0.237,0.08,52,17,0.17,0.075,0.05,0.117,0.068,0.097,1,1
7721,26,3,235,0.474,0.338,0.065,111,79,15,0.244,0.096,57,23,0.17,0.068,0.05,0.099,0.075,0.079,1,0
7726,22,3,199,0.476,0.317,0.061,95,63,12,0.251,0.089,50,18,0.17,0.083,0.05,0.099,0.075,0.079,1,1
7729,28,3,218,0.41,0.291,0.059,89,63,13,0.217,0.082,47,18,0.187,0.075,0.045,0.117,0.075,0.097,1,1
7734,26,3,198,0.493,0.306,0.063,98,61,12,0.231,0.091,46,18,0.17,0.075,0.05,0.099,0.075,0.079,1,1
7736,20,3,234,0.453,0.33,0.056,106,77,13,0.243,0.084,57,20,0.153,0.075,0.05,0.107,0.068,0.088,1,1
7745,27,3,220,0.438,0.316,0.063,96,70,14,0.228,0.083,50,18,0.187,0.068,0.05,0.107,0.075,0.088,0,1
7751,25,3,224,0.449,0.292,0.065,101,65,15,0.205,0.089,46,20,0.17,0.075,0.055,0.107,0.075,0.088,1,1
7762,25,3,211,0.42,0.317,0.065,89,67,14,0.23,0.082,49,17,0.187,0.068,0.045,0.107,0.083,0.088,0,1
7765,24,3,221,0.453,0.328,0.054,100,72,12,0.217,0.095,48,21,0.153,0.075,0.05,0.107,0.075,0.088,1,1
7767,23,3,211,0.434,0.308,0.066,92,65,14,0.211,0.093,45,20,0.153,0.068,0.045,0.099,0.083,0.079,0,1
7772,24,3,205,0.471,0.329,0.061,97,67,13,0.249,0.095,51,19,0.17,0.075,0.05,0.107,0.075,0.088,1,0
7775,22,3,196,0.426,0.339,0.062,83,66,12,0.244,0.091,48,18,0.187,0.068,0.045,0.117,0.075,0.097,0,1
7776,27,3,209,0.466,0.314,0.059,97,66,12,0.208,0.08,43,17,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7799,20,3,206,0.446,0.318,0.056,92,66,12,0.24,0.084,49,17,0.17,0.083,0.045,0.107,0.068,0.088,1,0
7800,29,3,196,0.45,0.32,0.06,88,63,12,0.223,0.098,44,19,0.153,0.083,0.05,0.107,0.075,0.088,0,1
7802,24,3,237,0.469,0.338,0.058,111,80,14,0.232,0.089,55,21,0.187,0.068,0.055,0.099,0.068,0.079,0,1
7804,29,3,199,0.491,0.345,0.061,98,69,12,0.257,0.098,51,20,0.17,0.075,0.045,0.117,0.083,0.097,0,1
7805,22,3,199,0.472,0.342,0.066,94,68,13,0.249,0.1,50,20,0.187,0.075,0.05,0.107,0.068,0.088,1,1
7806,28,3,225,0.453,0.323,0.059,102,73,13,0.222,0.088,50,20,0.17,0.083,0.05,0.117,0.068,0.097,1,1
7812,20,3,199,0.421,0.308,0.055,84,61,11,0.22,0.083,44,17,0.153,0.075,0.055,0.099,0.083,0.079,1,1
7820,28,3,210,0.482,0.303,0.055,101,64,12,0.216,0.084,45,18,0.17,0.083,0.045,0.107,0.083,0.088,0,1
7822,27,3,212,0.475,0.311,0.065,101,66,14,0.213,0.095,45,20,0.17,0.075,0.05,0.107,0.068,0.088,1,1
7839,26,3,232,0.43,0.325,0.065,100,75,15,0.253,0.088,59,20,0.153,0.083,0.045,0.107,0.083,0.088,1,0
7842,25,3,197,0.462,0.314,0.058,91,62,11,0.238,0.093,47,18,0.17,0.083,0.045,0.117,0.083,0.097,1,1
7844,24,3,230,0.43,0.346,0.055,99,80,13,0.236,0.105,54,24,0.17,0.075,0.05,0.099,0.068,0.079,1,1
7846,27,3,230,0.409,0.328,0.064,94,75,15,0.238,0.084,55,19,0.17,0.075,0.05,0.117,0.068,0.097,0,1
7847,20,3,216,0.47,0.31,0.065,102,67,14,0.214,0.087,46,19,0.17,0.083,0.05,0.107,0.075,0.088,0,1
7849,29,3,195,0.496,0.35,0.059,97,68,12,0.258,0.098,50,19,0.153,0.068,0.05,0.107,0.083,0.088,0,1
7853,21,3,207,0.442,0.35,0.064,91,72,13,0.248,0.089,51,18,0.187,0.075,0.05,0.107,0.075,0.088,0,0
7861,26,3,203,0.448,0.327,0.055,91,66,11,0.248,0.084,50,17,0.153,0.075,0.05,0.107,0.083,0.088,0,1
7862,24,3,195,0.454,0.346,0.065,89,67,13,0.27,0.088,53,17,0.17,0.075,0.05,0.107,0.075,0.088,0,1
7864,23,3,208,0.439,0.291,0.06,91,61,12,0.205,0.077,43,16,0.17,0.075,0.05,0.107,0.075,0.088,1,1
7877,28,3,211,0.422,0.317,0.061,89,67,13,0.247,0.095,52,20,0.187,0.068,0.055,0.117,0.083,0.097,1,1
7880,22,3,197,0.421,0.316,0.054,83,62,11,0.21,0.085,41,17,0.17,0.075,0.05,0.099,0.083,0.079,1,0
7888,20,3,208,0.465,0.342,0.06,97,71,12,0.267,0.098,56,20,0.17,0.075,0.05,0.099,0.083,0.079,1,1
7894,29,3,216,0.463,0.308,0.057,100,67,12,0.215,0.094,46,20,0.17,0.083,0.05,0.107,0.068,0.088,1,1
7895,29,3,231,0.434,0.29,0.06,100,67,14,0.221,0.08,51,18,0.153,0.075,0.05,0.107,0.075,0.088,0,1
7896,23,3,225,0.414,0.333,0.058,93,75,13,0.225,0.099,51,22,0.153,0.075,0.05,0.107,0.075,0.088,1,1
7906,22,3,200,0.436,0.293,0.062,87,59,12,0.216,0.086,43,17,0.153,0.068,0.05,0.107,0.075,0.088,0,1
7910,22,3,232,0.49,0.308,0.059,114,71,14,0.203,0.093,47,22,0.187,0.075,0.045,0.099,0.075,0.079,1,1
7911,23,3,212,0.48,0.336,0.064,102,71,14,0.256,0.095,54,20,0.17,0.083,0.05,0.117,0.083,0.097,1,1
7917,24,3,200,0.425,0.345,0.06,85,69,12,0.263,0.098,53,20,0.17,0.075,0.05,0.107,0.075,0.088,1,1
7919,23,3,212,0.413,0.307,0.055,88,65,12,0.241,0.093,51,20,0.17,0.068,0.05,0.117,0.075,0.097,0,1
7927,25,3,232,0.43,0.34,0.063,100,79,15,0.232,0.091,54,21,0.187,0.075,0.05,0.107,0.083,0.088,0,1
7947,23,3,226,0.416,0.341,0.064,94,77,14,0.235,0.093,53,21,0.17,0.083,0.05,0.107,0.075,0.088,1,1
7950,25,3,235,0.462,0.296,0.06,109,70,14,0.206,0.078,48,18,0.17,0.068,0.05,0.099,0.075,0.079,0,1
7956,24,3,223,0.417,0.304,0.058,93,68,13,0.232,0.078,52,17,0.17,0.075,0.05,0.099,0.075,0.079,1,1
7957,22,3,230,0.486,0.338,0.059,112,78,14,0.26,0.093,60,21,0.17,0.083,0.045,0.107,0.075,0.088,1,1
7963,24,3,215,0.443,0.339,0.059,95,73,13,0.227,0.102,49,22,0.17,0.075,0.045,0.099,0.075,0.079,1,1
7984,24,3,213,0.452,0.307,0.06,96,65,13,0.216,0.09,46,19,0.17,0.075,0.05,0.107,0.083,0.088,1,1
7986,29,3,228,0.468,0.316,0.061,107,72,14,0.247,0.089,56,20,0.187,0.075,0.055,0.107,0.075,0.088,1,1
7988,23,3,229,0.488,0.318,0.057,112,73,13,0.228,0.095,52,22,0.187,0.075,0.045,0.099,0.075,0.079,0,1
7990,21,3,223,0.498,0.321,0.057,111,72,13,0.238,0.096,53,21,0.17,0.075,0.05,0.117,0.075,0.097,1,1
7992,22,3,206,0.437,0.35,0.061,90,72,13,0.253,0.095,52,20,0.17,0.075,0.05,0.117,0.068,0.097,1,1
7999,26,3,199,0.443,0.302,0.062,88,60,12,0.228,0.091,45,18,0.17,0.075,0.05,0.107,0.083,0.088,1,1
8008,24,3,224,0.445,0.321,0.065,100,72,15,0.254,0.095,57,21,0.187,0.075,0.045,0.107,0.068,0.088,0,1
8013,20,3,204,0.496,0.314,0.058,101,64,12,0.235,0.092,48,19,0.153,0.068,0.045,0.107,0.083,0.088,1,1
8014,25,3,224,0.499,0.321,0.059,112,72,13,0.22,0.097,49,22,0.153,0.068,0.05,0.099,0.083,0.079,1,1
8020,26,3,216,0.476,0.335,0.062,103,72,13,0.222,0.101,48,22,0.153,0.075,0.045,0.107,0.068,0.088,1,1
8024,21,3,204,0.452,0.291,0.062,92,59,13,0.212,0.086,43,18,0.153,0.075,0.05,0.099,0.075,0.079,1,1
8025,27,3,212,0.416,0.298,0.057,88,63,12,0.226,0.084,48,18,0.17,0.068,0.05,0.099,0.075,0.079,0,1
8032,23,3,205,0.455,0.346,0.057,93,71,12,0.227,0.1,47,20,0.153,0.075,0.055,0.107,0.068,0.088,1,1
8034,24,3,229,0.413,0.326,0.058,95,75,13,0.216,0.083,49,19,0.17,0.075,0.045,0.099,0.075,0.079,1,1
8045,23,3,199,0.433,0.324,0.061,86,64,12,0.223,0.092,44,18,0.187,0.075,0.045,0.107,0.075,0.088,1,1
8052,27,3,236,0.461,0.293,0.065,109,69,15,0.223,0.079,53,19,0.17,0.075,0.05,0.107,0.075,0.088,1,1
8055,29,3,212,0.416,0.344,0.063,88,73,13,0.243,0.091,52,19,0.187,0.075,0.05,0.107,0.075,0.088,0,1
8057,27,3,205,0.456,0.312,0.06,93,64,12,0.239,0.094,49,19,0.17,0.068,0.045,0.099,0.075,0.079,1,1
8069,26,3,219,0.459,0.292,0.061,101,64,13,0.229,0.075,50,16,0.187,0.083,0.05,0.099,0.075,0.079,1,1
8073,21,3,224,0.493,0.337,0.065,110,75,15,0.257,0.098,58,22,0.17,0.083,0.05,0.107,0.075,0.088,1,1
8077,24,3,220,0.445,0.298,0.056,98,66,12,0.218,0.082,48,18,0.17,0.083,0.05,0.107,0.075,0.088,1,0
8079,26,3,215,0.438,0.348,0.062,94,75,13,0.238,0.091,51,20,0.17,0.075,0.05,0.107,0.083,0.088,0,1
8085,27,3,223,0.466,0.329,0.055,104,73,12,0.216,0.095,48,21,0.17,0.068,0.05,0.107,0.068,0.088,1,1
8090,22,3,232,0.474,0.29,0.06,110,67,14,0.224,0.088,52,20,0.187,0.075,0.055,0.099,0.075,0.079,0,1
8092,29,3,220,0.45,0.298,0.057,99,66,13,0.199,0.086,44,19,0.153,0.075,0.05,0.099,0.068,0.079,1,1
8101,23,3,237,0.409,0.321,0.057,97,76,14,0.219,0.098,52,23,0.187,0.075,0.055,0.107,0.068,0.088,1,1
8105,25,3,221,0.44,0.328,0.055,97,72,12,0.258,0.084,57,19,0.17,0.075,0.05,0.107,0.075,0.088,1,1
8107,23,3,216,0.448,0.297,0.059,97,64,13,0.206,0.086,44,19,0.153,0.083,0.055,0.099,0.083,0.079,1,1
8112,22,3,236,0.43,0.315,0.062,101,74,15,0.206,0.096,49,23,0.17,0.068,0.045,0.099,0.075,0.079,1,1
8118,20,3,202,0.426,0.35,0.063,86,71,13,0.232,0.106,47,21,0.187,0.075,0.05,0.107,0.075,0.088,1,1
8121,24,3,222,0.428,0.328,0.054,95,73,12,0.227,0.086,50,19,0.17,0.075,0.045,0.117,0.068,0.097,1,1
8125,21,3,194,0.474,0.324,0.057,92,63,11,0.226,0.089,44,17,0.153,0.068,0.05,0.107,0.083,0.088,0,1
8129,29,3,204,0.494,0.35,0.065,101,71,13,0.228,0.102,47,21,0.17,0.075,0.045,0.117,0.075,0.097,0,1
8136,22,3,212,0.446,0.303,0.063,95,64,13,0.237,0.087,50,18,0.17,0.075,0.05,0.107,0.075,0.088,0,1
8137,29,3,236,0.436,0.339,0.06,103,80,14,0.258,0.089,61,21,0.17,0.083,0.05,0.099,0.083,0.079,1,1
8142,22,3,222,0.426,0.342,0.063,95,76,14,0.231,0.099,51,22,0.187,0.075,0.05,0.117,0.075,0.097,0,1
8145,28,3,195,0.417,0.317,0.061,81,62,12,0.22,0.083,43,16,0.17,0.068,0.055,0.107,0.068,0.088,1,1
8146,25,3,208,0.413,0.313,0.057,86,65,12,0.24,0.094,50,20,0.153,0.075,0.05,0.117,0.068,0.097,1,1
8152,21,3,199,0.466,0.312,0.054,93,62,11,0.231,0.089,46,18,0.17,0.068,0.045,0.107,0.083,0.088,1,1
8157,25,3,211,0.488,0.341,0.056,103,72,12,0.231,0.095,49,20,0.187,0.068,0.05,0.099,0.075,0.079,1,1
8158,24,3,212,0.491,0.315,0.063,104,67,13,0.224,0.092,47,20,0.17,0.083,0.05,0.107,0.068,0.088,1,1
8159,21,3,228,0.483,0.319,0.059,110,73,13,0.218,0.091,50,21,0.17,0.075,0.045,0.117,0.075,0.097,0,1
8162,26,3,213,0.429,0.342,0.057,91,73,12,0.266,0.091,57,19,0.17,0.083,0.045,0.107,0.075,0.088,1,1
8163,24,3,215,0.497,0.325,0.054,107,70,12,0.22,0.082,47,18,0.17,0.083,0.045,0.107,0.068,0.088,1,1
8165,20,3,210,0.478,0.301,0.066,100,63,14,0.203,0.087,43,18,0.187,0.068,0.05,0.107,0.083,0.088,0,1
8175,27,3,207,0.471,0.301,0.054,97,62,11,0.199,0.089,41,18,0.17,0.075,0.05,0.107,0.068,0.088,1,1
8177,24,3,226,0.486,0.317,0.062,110,72,14,0.229,0.097,52,22,0.17,0.068,0.05,0.107,0.083,0.088,1,1
8178,27,3,196,0.411,0.303,0.059,81,59,12,0.199,0.086,39,17,0.17,0.075,0.05,0.117,0.075,0.097,1,1
8183,27,3,237,0.41,0.288,0.063,97,68,15,0.214,0.077,51,18,0.187,0.083,0.05,0.107,0.083,0.088,0,1
8188,23,3,217,0.487,0.3,0.058,106,65,13,0.201,0.084,44,18,0.17,0.075,0.05,0.099,0.068,0.079,1,1
8196,28,3,224,0.459,0.34,0.059,103,76,13,0.251,0.089,56,20,0.17,0.075,0.055,0.099,0.075,0.079,0,1
8199,23,3,197,0.476,0.319,0.056,94,63,11,0.209,0.097,41,19,0.153,0.068,0.045,0.099,0.068,0.079,0,1
8208,24,3,208,0.423,0.291,0.06,88,61,12,0.229,0.083,48,17,0.153,0.068,0.045,0.107,0.075,0.088,1,1
8211,29,3,227,0.417,0.306,0.06,95,69,14,0.209,0.089,47,20,0.17,0.083,0.055,0.107,0.083,0.088,1,1
8215,20,3,216,0.485,0.333,0.055,105,72,12,0.23,0.097,50,21,0.153,0.075,0.05,0.107,0.083,0.088,1,1
8222,26,3,199,0.454,0.332,0.058,90,66,12,0.22,0.101,44,20,0.17,0.075,0.05,0.107,0.083,0.088,0,1
8226,22,3,210,0.479,0.334,0.058,101,70,12,0.218,0.099,46,21,0.153,0.083,0.055,0.099,0.068,0.079,1,1
8238,20,3,222,0.444,0.288,0.059,99,64,13,0.19,0.078,42,17,0.17,0.068,0.05,0.099,0.068,0.079,1,1
8239,22,3,201,0.482,0.322,0.054,97,65,11,0.228,0.091,46,18,0.153,0.075,0.05,0.099,0.075,0.079,1,1
8242,23,3,195,0.471,0.341,0.066,92,66,13,0.24,0.098,47,19,0.187,0.083,0.05,0.107,0.068,0.088,1,1
8245,25,3,223,0.419,0.32,0.06,93,71,13,0.209,0.084,47,19,0.187,0.075,0.045,0.107,0.075,0.088,0,1
8254,21,3,212,0.434,0.313,0.063,92,66,13,0.213,0.081,45,17,0.153,0.075,0.05,0.099,0.068,0.079,1,1
8260,29,3,198,0.466,0.325,0.062,92,64,12,0.219,0.096,43,19,0.17,0.068,0.05,0.107,0.075,0.088,1,1
8264,21,3,230,0.475,0.317,0.063,109,73,14,0.21,0.097,48,22,0.17,0.075,0.05,0.107,0.068,0.088,0,1
8266,26,3,223,0.469,0.342,0.06,105,76,13,0.237,0.089,53,20,0.17,0.075,0.055,0.099,0.068,0.079,0,1
8270,25,3,209,0.414,0.325,0.058,87,68,12,0.212,0.09,44,19,0.187,0.075,0.05,0.107,0.075,0.088,0,1
8271,28,3,199,0.444,0.344,0.064,88,68,13,0.261,0.097,52,19,0.153,0.083,0.05,0.099,0.083,0.079,0,0
8272,25,3,197,0.463,0.305,0.06,91,60,12,0.226,0.086,45,17,0.17,0.068,0.05,0.117,0.068,0.097,1,1
8282,22,3,232,0.486,0.289,0.054,113,67,13,0.225,0.087,52,20,0.187,0.068,0.045,0.117,0.068,0.097,1,0
8284,29,3,220,0.456,0.322,0.058,100,71,13,0.255,0.086,56,19,0.17,0.083,0.045,0.107,0.075,0.088,0,1
8285,28,3,231,0.431,0.339,0.055,100,78,13,0.236,0.089,55,21,0.17,0.068,0.05,0.117,0.075,0.097,0,1
8288,28,3,198,0.43,0.306,0.061,85,61,12,0.231,0.092,46,18,0.187,0.083,0.055,0.107,0.083,0.088,1,1
8291,26,3,224,0.436,0.291,0.058,98,65,13,0.217,0.087,49,19,0.17,0.068,0.05,0.107,0.083,0.088,1,1
8295,26,3,231,0.418,0.302,0.054,97,70,12,0.212,0.09,49,21,0.17,0.075,0.05,0.117,0.083,0.097,0,1
8303,28,3,204,0.43,0.327,0.055,88,67,11,0.24,0.101,49,21,0.187,0.075,0.05,0.107,0.075,0.088,1,1
8305,25,3,203,0.453,0.327,0.065,92,66,13,0.228,0.092,46,19,0.187,0.075,0.05,0.107,0.068,0.088,1,1
8306,20,3,202,0.476,0.317,0.066,96,64,13,0.216,0.081,44,16,0.17,0.083,0.045,0.107,0.075,0.088,0,1
8308,21,3,212,0.411,0.322,0.058,87,68,12,0.217,0.087,46,18,0.17,0.075,0.05,0.107,0.068,0.088,0,1
8309,22,3,216,0.454,0.323,0.057,98,70,12,0.212,0.099,46,21,0.17,0.083,0.045,0.099,0.075,0.079,1,1
8314,27,3,211,0.457,0.349,0.058,96,74,12,0.255,0.093,54,20,0.187,0.075,0.045,0.099,0.083,0.079,1,1
8316,21,3,232,0.425,0.345,0.055,99,80,13,0.248,0.089,58,21,0.187,0.075,0.045,0.107,0.068,0.088,1,1
8318,22,3,231,0.453,0.311,0.062,105,72,14,0.239,0.08,55,18,0.187,0.075,0.045,0.107,0.068,0.088,1,0
8321,27,3,224,0.489,0.312,0.062,110,70,14,0.24,0.087,54,19,0.17,0.075,0.05,0.107,0.083,0.088,1,1
8322,23,3,203,0.429,0.304,0.059,87,62,12,0.219,0.093,44,19,0.153,0.075,0.045,0.099,0.075,0.079,0,1
8329,21,3,214,0.444,0.341,0.065,95,73,14,0.232,0.086,50,18,0.17,0.075,0.05,0.107,0.075,0.088,1,1
8331,27,3,221,0.426,0.29,0.058,94,64,13,0.224,0.083,50,18,0.153,0.068,0.05,0.099,0.075,0.079,0,1
8337,20,3,215,0.455,0.33,0.055,98,71,12,0.243,0.091,52,20,0.17,0.083,0.045,0.107,0.083,0.088,0,1
8338,23,3,214,0.414,0.325,0.065,89,70,14,0.24,0.088,51,19,0.187,0.075,0.05,0.099,0.075,0.079,1,1
8339,23,3,228,0.457,0.343,0.064,104,78,15,0.224,0.094,51,21,0.153,0.075,0.045,0.107,0.083,0.088,1,1
8353,24,3,218,0.418,0.292,0.059,91,64,13,0.228,0.089,50,19,0.153,0.083,0.05,0.117,0.075,0.097,1,1
8354,24,3,203,0.476,0.304,0.061,97,62,12,0.224,0.085,45,17,0.187,0.075,0.05,0.107,0.083,0.088,1,1
8358,27,3,197,0.482,0.311,0.066,95,61,13,0.213,0.082,42,16,0.187,0.075,0.05,0.107,0.075,0.088,0,1
8366,28,3,214,0.465,0.342,0.056,100,73,12,0.234,0.098,50,21,0.17,0.068,0.05,0.117,0.068,0.097,0,1
8372,26,3,212,0.409,0.307,0.06,87,65,13,0.209,0.086,44,18,0.153,0.068,0.045,0.117,0.083,0.097,1,1
8375,23,3,211,0.489,0.346,0.059,103,73,12,0.265,0.099,56,21,0.17,0.083,0.045,0.107,0.083,0.088,1,1
8376,26,3,202,0.434,0.293,0.06,88,59,12,0.198,0.082,40,17,0.17,0.075,0.05,0.099,0.075,0.079,1,1
8393,20,3,225,0.474,0.341,0.06,107,77,14,0.239,0.098,54,22,0.17,0.075,0.05,0.099,0.068,0.079,1,1
8402,21,3,220,0.452,0.309,0.062,99,68,14,0.24,0.095,53,21,0.153,0.075,0.05,0.107,0.083,0.088,1,1
8405,26,3,203,0.418,0.328,0.063,85,67,13,0.245,0.095,50,19,0.187,0.075,0.055,0.107,0.075,0.088,1,0
8409,23,3,211,0.479,0.336,0.06,101,71,13,0.243,0.1,51,21,0.153,0.068,0.045,0.117,0.075,0.097,0,1
8412,20,3,210,0.466,0.327,0.056,98,69,12,0.236,0.084,50,18,0.187,0.075,0.05,0.117,0.083,0.097,1,0
8415,28,3,196,0.431,0.311,0.06,84,61,12,0.228,0.079,45,15,0.17,0.083,0.05,0.107,0.075,0.088,1,1
8421,20,3,205,0.461,0.332,0.054,95,68,11,0.255,0.097,52,20,0.187,0.083,0.05,0.117,0.083,0.097,0,1
8422,23,3,204,0.46,0.298,0.056,94,61,11,0.22,0.086,45,18,0.187,0.075,0.05,0.107,0.075,0.088,1,1
8426,27,3,199,0.432,0.32,0.061,86,64,12,0.24,0.098,48,20,0.153,0.075,0.05,0.107,0.068,0.088,0,1
8430,22,3,203,0.412,0.302,0.063,84,61,13,0.215,0.081,44,16,0.17,0.075,0.045,0.107,0.068,0.088,1,1
8432,23,3,197,0.483,0.3,0.058,95,59,11,0.211,0.086,42,17,0.17,0.083,0.05,0.107,0.075,0.088,0,1
8436,22,3,214,0.45,0.333,0.064,96,71,14,0.217,0.1,46,21,0.153,0.075,0.045,0.107,0.068,0.088,1,1
8442,24,3,223,0.413,0.292,0.055,92,65,12,0.212,0.081,47,18,0.17,0.075,0.055,0.117,0.083,0.097,0,1
8447,26,3,231,0.482,0.311,0.064,111,72,15,0.233,0.09,54,21,0.17,0.075,0.05,0.107,0.083,0.088,1,1
8450,22,3,223,0.47,0.344,0.062,105,77,14,0.237,0.09,53,20,0.17,0.075,0.055,0.099,0.075,0.079,0,1
8457,24,3,211,0.48,0.314,0.061,101,66,13,0.205,0.088,43,19,0.187,0.075,0.05,0.117,0.068,0.097,0,1
8459,29,3,209,0.487,0.331,0.056,102,69,12,0.26,0.099,54,21,0.17,0.083,0.05,0.099,0.075,0.079,1,0
8460,20,3,236,0.411,0.342,0.059,97,81,14,0.254,0.089,60,21,0.153,0.068,0.05,0.107,0.075,0.088,1,0
8462,23,3,206,0.468,0.318,0.062,96,66,13,0.226,0.097,47,20,0.153,0.068,0.055,0.107,0.083,0.088,0,1
8463,22,3,229,0.486,0.3,0.058,111,69,13,0.202,0.08,46,18,0.17,0.075,0.05,0.099,0.068,0.079,0,1
8469,26,3,195,0.492,0.314,0.062,96,61,12,0.243,0.088,47,17,0.153,0.075,0.05,0.099,0.075,0.079,1,1
8472,20,3,214,0.446,0.346,0.061,95,74,13,0.234,0.089,50,19,0.17,0.075,0.05,0.107,0.075,0.088,1,1
8473,27,3,202,0.49,0.345,0.065,99,70,13,0.267,0.105,54,21,0.187,0.068,0.045,0.107,0.068,0.088,1,1
8474,23,3,232,0.49,0.287,0.065,114,67,15,0.189,0.078,44,18,0.187,0.075,0.055,0.117,0.075,0.097,0,1
8481,23,3,205,0.442,0.349,0.057,91,72,12,0.263,0.101,54,21,0.17,0.068,0.05,0.099,0.075,0.079,1,1
8482,23,3,234,0.483,0.332,0.054,113,78,13,0.255,0.096,60,22,0.17,0.075,0.055,0.107,0.075,0.088,0,1
8486,24,3,198,0.423,0.337,0.063,84,67,12,0.252,0.103,50,20,0.153,0.075,0.05,0.117,0.083,0.097,0,1
8494,20,3,202,0.417,0.331,0.057,84,67,12,0.257,0.101,52,20,0.153,0.075,0.05,0.107,0.075,0.088,1,1
8495,20,3,237,0.493,0.32,0.06,117,76,14,0.211,0.089,50,21,0.187,0.075,0.055,0.099,0.075,0.079,1,0
8498,23,3,202,0.415,0.321,0.062,84,65,13,0.233,0.093,47,19,0.17,0.075,0.05,0.099,0.068,0.079,1,1
8501,20,3,208,0.433,0.324,0.058,90,67,12,0.251,0.09,52,19,0.17,0.075,0.045,0.107,0.075,0.088,0,1
8504,22,3,201,0.464,0.332,0.056,93,67,11,0.26,0.097,52,19,0.153,0.068,0.05,0.107,0.068,0.088,1,1
8515,23,3,205,0.428,0.304,0.065,88,62,13,0.22,0.084,45,17,0.187,0.083,0.05,0.107,0.075,0.088,1,1
8519,21,3,231,0.438,0.334,0.061,101,77,14,0.263,0.095,61,22,0.17,0.075,0.05,0.099,0.068,0.079,1,1
8520,26,3,214,0.479,0.292,0.058,103,62,12,0.211,0.082,45,18,0.153,0.075,0.05,0.107,0.068,0.088,0,1
8531,23,3,195,0.457,0.343,0.059,89,67,12,0.267,0.087,52,17,0.17,0.075,0.05,0.099,0.075,0.079,0,1
